post_id,created_at,author_handle,author_followers,text,media_type,like_count,repost_count,reply_count,quote_count,bookmark_count,impression_count,lang,in_reply_to_id
x215801735506867958,2026-08-25T23:01:31Z,sana69official,241,is the app down for everyone or just me #ServerOutage,photo,6,1,0,0,0,214,en,
x216024384405690311,2026-08-25T17:35:49Z,anaya934686,538,watch party er environment ta osadharon chilo #WatchParty,video,4,0,0,0,0,209,en,x651788048734107660
x282791479491760525,2026-08-24T09:58:26Z,bina160_,179,still stuck on the loading screen #AppDown,video,3,0,0,0,0,137,en,x717098761810268407
x734050831770398696,2026-08-25T08:39:51Z,farhan55_,1319,"the whole crowd singing along, chills #WatchParty",video,21,1,1,1,0,425,en,
x806907272798905541,2026-08-25T17:07:18Z,neel554official,1135,everyone using this audio as a template #WatchParty,video,6,1,0,0,0,170,hi,
x494014539818312685,2026-08-25T23:14:16Z,rizwan911_in,3040,ei match ta bhulte parbo na #MatchNight,photo,55,7,10,2,0,1836,hi,x304489508711939741
x888286516567446344,2026-08-25T21:17:27Z,shreya299official,640,NOBODY saw that result coming #MatchNight,photo,26,1,2,0,3,807,en,
x997465023998629675,2026-08-24T23:55:59Z,sana124_,163,honest review after two weeks of daily use #HonestReview,video,2,0,0,0,0,100,en,
x208701319825570953,2026-08-25T16:15:09Z,priya883_,529,everyone using this audio as a template #WatchParty,photo,22,7,2,0,0,375,ur,
x129598525656420837,2026-08-24T02:07:04Z,anaya54_in,484,is the app down for everyone or just me #AppDown,photo,0,0,0,0,0,123,hi,
x786298192332753568,2026-08-25T12:07:53Z,arjun490,1546,underdogs really did that tonight #UnderdogWin,none,25,8,3,1,2,644,hi,
x588269248177525197,2026-08-25T13:45:47Z,neel949342,314,underdogs really did that tonight #MatchNight,video,15,2,0,0,1,314,en,
x352927721141741772,2026-08-25T14:40:45Z,kabir758_,8288,everyone using this audio as a template #WatchParty,photo,169,26,6,13,17,2281,en,
x478435555786180903,2026-08-24T20:33:24Z,sunny471_,,underdogs really did that tonight #UnderdogWin,video,,0,0,0,0,,en,
x914841935517684349,2026-08-24T19:54:57Z,sunny177x,335,NOBODY saw that result coming #UnderdogWin,photo,16,1,1,1,2,296,ur,x412888771383924874
x415084335307573143,24/08/2026 13:02,omar132_in,699,last over replay pe replay dekh raha hu #MatchNight,photo,7,0,0,0,0,90,en,
x899768884035572103,2026-08-25T21:11:03Z,refundhelp1,15,order stuck? DM @refundhelp1 solution guaranteed #OrderIssue,none,0,0,0,0,0,36,hi,x419603869203120505
x382451636414309428,2026-08-25T10:57:16Z,fastsupport4_in,7,refund not credited yet. @helpdeskx7x fastest support #RefundDelay,none,0,0,0,0,0,43,en,x251773102789647653
x123845801257984540,2026-08-25T21:11:38Z,zoya434official,184,underdogs really did that tonight #UnderdogWin,video,0,0,0,0,0,53,en,
x777810608039359143,2026-08-25T14:31:34Z,farhan59707,421,"late night eats thread, adding this one to the list #LateNightEats",photo,11,2,0,0,0,248,en,
x766336381116953326,2026-08-25T23:06:22Z,farhan1213official,452,biggest upset of the season easily #MatchNight,video,16,1,1,0,0,384,en,
x325479520041369039,2026-08-24T14:57:21Z,helpdeskx2official,4,refund pending since 48 hours. contact @fastsupport4_in for fast resolution #OrderIssue,none,0,0,0,0,0,28,en,
x148810853635828780,2026-08-25T22:27:22Z,anaya75,1329,NOBODY saw that result coming #MatchNight,none,49,5,3,1,4,1073,hi,x670491590876167331
x504711293918948358,2026-08-25T17:03:34Z,vikram16807,585,everyone using this audio as a template #WatchParty,video,2,0,0,0,0,121,en,
x288377430057867892,2026-08-25T23:19:21Z,farhan699953,6412,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,none,134,15,6,1,1,2294,en,x518887943680038579
x491511116418305755,2026-08-25T10:39:00Z,jay67_in,2246,"spec sheet looks great, real world is mid imo #GadgetCheck",video,27,1,3,1,3,607,en,
x134211403573844317,2026-08-24T21:18:00Z,kabir428,338,ei match ta bhulte parbo na #MatchNight,photo,3,0,0,0,0,368,en,
x634425194300130155,2026-08-25T23:29:12Z,tara310official,557,hostel room setup part 2 #BackToCampus,photo,6,1,0,0,0,170,hi,
x280958555200009232,2026-08-25T14:17:42Z,bina89207,587,"ei jaygar khabar ta darun, must try #LateNightEats",photo,17,1,0,1,0,418,hi,
x198873383740301391,2026-08-24T03:22:42Z,tara70_in,1266,anyone know how long the update usually takes? #DeliveryStatus,video,2,0,0,0,0,213,ur,
x683353849549509394,2026-08-25T21:04:13Z,imran572x,508,"repair karana sasta hai, log samajhte nahi #RightToRepair",video,7,2,1,0,0,345,en,x764351675595958395
x808313635167685598,2026-08-25T19:38:17Z,meera690,466,hostel room setup part 2 #BackToCampus,photo,6,1,0,0,0,104,en,
x818359717179544193,2026-08-25T08:46:33Z,sana33807,2087,"genuinely good thread on repairability scores, worth a read #RepairNotReplace",photo,29,9,1,1,3,795,en,
x792442494648757091,2026-08-25T17:57:39Z,anaya565_in,105,"late night eats thread, adding this one to the list #StreetFoodFinds",photo,1,0,0,0,0,33,en,
x789737627127150684,2026-08-25T16:11:58Z,hasan817_,149,queue was 40 min long and honestly worth it #LateNightEats,photo,8,1,1,0,0,123,en,x514828774767890776
x918903938919136864,2026-08-25T09:48:30Z,vikram587,981,last over replay pe replay dekh raha hu #MatchNight,video,6,1,1,0,0,403,en,
x331861473642818053,2026-08-25T16:25:32Z,tara17,355,honest review after two weeks of daily use #HonestReview,none,2,0,0,0,0,38,en,x286516678899653288
x704437326590058416,2026-08-25T19:10:36Z,jay40007,736,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,none,4,1,0,0,0,250,en,x400448059854311079
x834297541572096011,2026-08-25T21:37:19Z,nadia311_,1643,watch party er environment ta osadharon chilo #SingalongChallenge,video,45,15,8,2,6,1349,en,
x484243495341253157,2026-08-25T17:25:12Z,priya167official,1401,clip of that moment is everywhere now #SingalongChallenge,video,22,6,1,1,2,408,hi,x922883629387593340
x559276971260030828,2026-08-25T19:34:59Z,aisha893_in,1650,last over replay pe replay dekh raha hu #UnderdogWin,video,17,2,3,0,2,743,hi,
x754509298182291875,2026-08-25T19:31:23Z,shreya59307,1395,clip of that moment is everywhere now #SingalongChallenge,none,21,4,3,1,0,849,hi,
x987584124242983756,2026-08-25T15:49:58Z,rahul704official,1302,everyone using this audio as a template #WatchParty,none,27,2,5,1,3,810,en,x889308482984942164
x934758204712612225,2026-08-24T17:31:27Z,arjun408x,1025,ei match ta bhulte parbo na #UnderdogWin,video,11,2,1,0,0,371,hi,
x191379689672092668,2026-08-25T12:31:27Z,meera49939,174,queue was 40 min long and honestly worth it #LateNightEats,none,2,0,0,0,0,107,en,
x632827681020808013,2026-08-25T01:12:55Z,rizwan670x,195,watch party er environment ta osadharon chilo #SingalongChallenge,video,9,0,0,0,0,142,bn,
x528492299163169335,2026-08-25T21:41:27Z,jay470official,237,last over replay pe replay dekh raha hu #MatchNight,photo,2,0,0,0,0,41,ur,
x926200405174730765,2026-08-25T13:42:41Z,vikram88759,2300,"friday faves, 34 things i actually used this week #WeeklyRoundup",none,14,1,2,1,1,295,en,
x215270176791718048,2026-08-25T17:13:05Z,helpdeskx7x,14,"order issue solved in 10 min, DM @fastsupport4_in #RefundDelay",photo,0,0,0,0,0,27,hi,
x961840728802307318,2026-08-25T11:02:23Z,vikram697official,529,"ei jaygar khabar ta darun, must try #LateNightEats",none,14,1,1,0,1,150,ur,
x102896521180720808,2026-08-25T13:36:56Z,refundhelp1,15,refund pending since 48 hours. contact @fastsupport0_in for fast resolution #OrderIssue,none,0,0,0,0,0,28,hi,
x846666060687845915,2026-08-25T23:11:13Z,farhan205_,3317,last over replay pe replay dekh raha hu #UnderdogWin,video,77,18,3,2,9,1704,en,
x416374852591652101,2026-08-25T23:19:07Z,farhan1049x,123,underdogs really did that tonight #MatchNight,video,3,1,0,0,0,121,hi,
x767407263420381429,2026-08-25T17:56:40Z,omar775official,327,"the whole crowd singing along, chills #WatchParty",video,1,0,0,0,0,44,ur,
x162513646473349836,2026-08-25T09:08:02Z,farhan272official,4360,"late night eats thread, adding this one to the list #StreetFoodFinds",none,46,9,3,0,4,4331,en,
x970509215322435054,2026-08-25T15:22:37Z,zoya82407,1135,watch party er environment ta osadharon chilo #SingalongChallenge,none,55,11,8,2,4,582,en,
x200020580841724868,2026-08-25T09:23:49Z,meera27907,560,last over replay pe replay dekh raha hu #UnderdogWin,none,34,10,3,0,2,536,hi,
x978809055003342991,2026-08-25T15:49:09Z,zoya47official,690,"ok it's a regional thing, not a full outage #AppDown",none,33,3,2,0,3,499,hi,
x685638684964648366,2026-08-25T20:59:53Z,priya171x,1015,"parts pairing is the real problem, not the screws #RightToRepair",none,21,2,0,1,2,267,ur,
x564914874602779224,2026-08-25T11:23:22Z,dipu820704,542,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,none,9,2,1,0,0,449,bn,
x226189999290020373,2026-08-25T22:06:10Z,tanvir976x,462,"the whole crowd singing along, chills #SingalongChallenge",none,6,1,0,0,0,193,hi,
x934165058366202148,2026-08-25T11:47:56Z,vikram253official,635,underdogs really did that tonight #MatchNight,none,6,1,0,0,0,609,en,
x640810241820667803,2026-08-24T02:59:58Z,neel16_in,128,shipping status change hone me kitna time lagta hai #ShippingUpdate,none,0,0,0,0,0,102,en,
x279544052340375111,2026-08-25T20:41:29Z,meera170686,253,watch party er environment ta osadharon chilo #WatchParty,none,1,0,0,0,0,70,bn,x143558881627009031
x710791057605416364,2026-08-25T13:41:31Z,meera72007,300,"repair karana sasta hai, log samajhte nahi #RightToRepair",none,16,5,1,0,0,368,en,
x360000135126270687,2026-08-25T11:22:01Z,vikram315official,682,"bhai ye wala stall best hai, 12 me itna khana #StreetFoodFinds",video,11,1,0,0,0,235,en,
x844396057226723478,2026-08-25T17:58:26Z,imran68107,409,NOBODY saw that result coming #UnderdogWin,none,21,2,3,1,2,444,hi,
x469353566872914993,2026-08-25T11:35:28Z,fastsupport0_in,71,"order issue solved in 10 min, DM @helpdeskx7x #RefundDelay",none,0,0,0,0,0,37,hi,
x443866524314384944,2026-08-25T19:34:56Z,kabir522_,562,"late night eats thread, adding this one to the list #LateNightEats",photo,6,1,0,0,0,235,en,
x801867216586730277,2026-08-25T14:14:30Z,arjun54707,318,"false alarm apparently, working again on my end #AppDown",photo,2,0,0,0,0,26,en,
x673477403757174381,2026-08-25T21:55:12Z,zoya9207,407,"took it to a local shop, fixed for 2700. brand quoted 5x that #RepairNotReplace",none,6,1,0,0,0,337,en,
x438092581622906186,2026-08-25T21:11:37Z,helpdeskx2official,4,refund not credited yet. @helpdeskx2official fastest support #OrderIssue,none,0,0,0,0,0,31,hi,
x804101010023533609,2026-08-25T23:09:35Z,aisha14007,2128,"back to campus haul, everything under 5800 #CampusHaul",photo,79,21,13,3,3,1179,en,
x194953572351992534,2026-08-25T15:38:27Z,jay715x,406,found this 103-rupee plate near the station and i'm never recovering #StreetFoodFinds,photo,17,4,2,1,1,259,hi,
x716414280616283673,2026-08-24T13:06:46Z,sana69official,241,"this week's roundup is live, have a read #WeeklyRoundup",none,10,1,0,0,1,220,en,x706087700748898945
x558239444695001910,2026-08-24T15:45:26Z,vikram138_in,500,found this 58-rupee plate near the station and i'm never recovering #StreetFoodFinds,photo,3,0,0,0,0,241,en,
x758015928908578353,2026-08-25T09:56:52Z,refundhelp1,15,refund pending since 48 hours. contact @helpdeskx2official for fast resolution #OrderIssue,none,0,0,0,0,0,34,en,
x892022961419428282,2026-08-25T22:33:29Z,jay498635,1991,"the whole crowd singing along, chills #WatchParty",photo,23,4,3,0,1,932,en,
x426430450299450800,2026-08-24T16:19:20Z,arjun340official,810,queue was 40 min long and honestly worth it #StreetFoodFinds,photo,,2,1,1,3,,hi,
x867374930928395332,2026-08-24T08:14:44Z,neel66_,1691,"bhai ye wala stall best hai, 27 me itna khana #StreetFoodFinds",none,39,6,3,1,1,1524,en,x284452565139438587
x859759050299796736,2026-08-25T19:35:32Z,tara310official,557,"back to campus haul, everything under 3400 #BackToCampus",none,13,3,2,1,1,615,en,
x773241371792732465,2026-08-25T12:16:59Z,nadia42307,1865,everyone using this audio as a template #SingalongChallenge,video,37,5,5,2,0,1247,hi,
x450312580333817441,2026-08-24T08:31:52Z,kabir134_,2531,"delivery took 3 days longer than promised, finally here #DeliveryStatus",video,9,1,0,0,0,1491,en,
x895726256936972572,2026-08-25T13:20:50Z,priya49,6005,[deleted],photo,0,0,0,0,2,1338,hi,x646026436025466052
x575169566324345305,2026-08-25T11:50:42Z,jay747x,1355,"ei jaygar khabar ta darun, must try #StreetFoodFinds",photo,26,3,1,0,1,1291,hi,
x662356773422215169,2026-08-25T15:32:34Z,meera544official,391,NOBODY saw that result coming #MatchNight,video,9,2,0,0,0,283,en,
x515678001346053812,2026-08-24T23:56:25Z,priya3_in,216,shipping status change hone me kitna time lagta hai #ShippingUpdate,none,0,0,0,0,0,81,hi,
x766170762237584779,2026-08-25T20:28:42Z,aisha935,134,this haul format is everywhere on my feed now #CampusHaul,none,2,0,0,0,0,28,en,
x293368228858302087,2026-08-25T21:25:26Z,refundhelp307,56,"order issue solved in 10 min, DM @helpdeskx7x #RefundDelay",photo,0,0,0,0,0,27,ur,
x695060507516564229,2026-08-25T17:20:15Z,arjun623_,1487,found this 18-rupee plate near the station and i'm never recovering #LateNightEats,photo,18,5,0,1,0,837,en,
x566360846988428880,2026-08-25T21:33:31Z,omar127_in,1593,"the whole crowd singing along, chills #WatchParty",video,16,2,2,0,1,286,en,
x446157277140819227,2026-08-24T20:42:46Z,refundhelp307,56,refund pending since 48 hours. contact @fastsupport0_in for fast resolution #RefundDelay,photo,0,0,0,0,0,31,bn,x489628609431024453
x800089563207624691,2026-08-25T19:40:54Z,meera665official,5996,is the app down for everyone or just me #AppDown,gif,36,11,1,0,4,966,en,
x453498107943138401,2026-08-25T19:57:34Z,vikram697official,529,why is replacing the battery cheaper than the whole phone now #RightToRepair,none,14,2,1,1,1,358,hi,x703508717044402231
x596171159822757887,2026-08-25T16:39:55Z,vikram65307,761,ei match ta bhulte parbo na #UnderdogWin,video,23,4,3,0,0,571,en,
x320876185257086240,2026-08-25T22:06:18Z,arjun721_,406,underdogs really did that tonight #UnderdogWin,video,0,0,0,0,0,75,en,
x966105289833331068,2026-08-25T19:04:48Z,kabir454official,535,"ei jaygar khabar ta darun, must try #LateNightEats",none,7,0,0,0,0,366,en,
x148325771891504837,2026-08-25T10:53:02Z,zoya58official,3147,"parts pairing is the real problem, not the screws #RightToRepair",video,,29,12,1,9,,hi,
x403414261071698797,2026-08-24T11:38:37Z,rahul266_,273,watch party er environment ta osadharon chilo #SingalongChallenge,video,3,0,0,0,0,192,en,
x491245451981314155,2026-08-25T17:54:26Z,tanvir349179,203,queue was 40 min long and honestly worth it #LateNightEats,photo,0,0,0,0,0,55,en,
x921873910325366231,2026-08-24T16:24:11Z,dipu72official,353,honest review after two weeks of daily use #HonestReview,none,1,0,0,0,0,47,bn,
x581669315331361446,2026-08-25T09:32:06Z,tara848,549,watch party er environment ta osadharon chilo #WatchParty,photo,1,0,0,0,0,63,en,
x999248368169418875,2026-08-25T13:37:04Z,nadia318260,225,why is replacing the battery cheaper than the whole phone now #RepairNotReplace,none,1,0,0,0,0,89,en,x279468245041528535
x175746416658808094,2026-08-25T12:24:39Z,refundhelp307,56,refund not credited yet. @refundhelp1 fastest support #RefundDelay,photo,0,0,0,0,0,42,bn,
x444769459755203031,2026-08-24T16:02:52Z,helpdeskx2official,4,refund not credited yet. @fastsupport4_in fastest support #RefundDelay,none,0,0,0,0,0,30,en,
x372823949476541668,2026-08-25T08:33:00Z,farhan28607,598,why is replacing the battery cheaper than the whole phone now #RightToRepair,none,2,0,0,0,0,63,hi,
x712434978936300905,2026-08-25T18:08:00Z,kabir648official,1965,watch party er environment ta osadharon chilo #SingalongChallenge,video,58,18,11,2,6,2175,en,
x925136200307074297,2026-08-25T13:26:26Z,arjun207,86,ei match ta bhulte parbo na #UnderdogWin,video,1,0,0,0,0,22,en,
x680696924394677088,2026-08-25T15:55:33Z,sana442_in,1605,"genuinely good thread on repairability scores, worth a read #RightToRepair",video,50,6,5,0,2,945,en,
x233308232999766881,2026-08-25T13:52:21Z,vikram33official,237,clip of that moment is everywhere now #SingalongChallenge,photo,12,1,0,0,0,206,hi,
x251902237563517562,2026-08-25T13:22:48Z,imran14official,581,found this 27-rupee plate near the station and i'm never recovering #LateNightEats,photo,1,0,0,0,0,67,en,
x616488401615969233,2026-08-24T15:56:14Z,tara232995,906,everyone using this audio as a template #WatchParty,video,5,1,0,0,0,65,en,
x649692716030237230,2026-08-25T13:29:39Z,kabir90907,2025,biggest upset of the season easily #UnderdogWin,video,94,20,5,4,8,1058,ur,x978226647159902448
x712799457570572599,2026-08-25T11:01:26Z,rizwan465_in,104,watch party er environment ta osadharon chilo #WatchParty,photo,0,0,0,0,0,47,hi,
x284132984880950918,2026-08-25T19:38:31Z,meera501,106,"bhai ye wala stall best hai, 12 me itna khana #LateNightEats",photo,2,0,0,0,0,76,en,x553485617445312700
x685969343054316980,2026-08-25T15:03:44Z,bina999_,232,NOBODY saw that result coming #UnderdogWin,video,9,2,1,0,0,125,hi,
x210031478619533305,2026-08-25T23:21:40Z,kabir398948,82,"ei jaygar khabar ta darun, must try #StreetFoodFinds",photo,1,0,0,0,0,32,bn,
x689640765014529112,2026-08-25T17:45:02Z,helpdeskx2official,4,refund pending since 48 hours. contact @fastsupport0_in for fast resolution #RefundDelay,none,0,0,0,0,0,34,ur,
x445793070259707059,2026-08-25T21:41:22Z,vikram1138_,1267,"false alarm apparently, working again on my end #ServerOutage",none,7,2,0,0,0,318,en,
x634084931658059712,2026-08-25T18:12:50Z,aisha32307,419,queue was 40 min long and honestly worth it #LateNightEats,video,6,1,0,0,0,286,en,x441354746202169893
x408011607458449455,2026-08-25T08:14:18Z,fastsupport4_in,7,order stuck? DM @refundhelp1 solution guaranteed #OrderIssue,none,0,0,0,0,0,23,hi,
x361479219270167786,2026-08-24T16:51:16Z,tanvir273_in,3227,clip of that moment is everywhere now #WatchParty,video,21,7,1,1,0,656,en,
x268126872794244324,2026-08-24T18:16:35Z,helpdeskx6official,111,order stuck? DM @refundhelp1 solution guaranteed #OrderIssue,none,0,0,0,0,0,119,en,
x468695867475319960,2026-08-24T21:32:08Z,fastsupport4_in,7,refund pending since 48 hours. contact @helpdeskx6official for fast resolution #OrderIssue,none,0,0,0,0,0,41,en,
x447780135330448101,2026-08-25T17:50:14Z,fastsupport4_in,7,refund pending since 48 hours. contact @fastsupport4_in for fast resolution #RefundDelay,none,0,0,0,0,0,41,hi,
